,Ratings,Full_review
28812,5,just got today DSLR d5600..... camera is good
28813,5,it's awesome!!!! ☺☺☺☺😍😍😍😍
28814,5,Nikond 5600+18-55mm
28815,5,Nice to have this camera ।। overall its a good camera in budget ।।
28816,5,good
28817,5,photography In Nikon D5600
28818,5,nice cam for beginners 👌
28819,5,"If you are a beginner or semi pro or pro level photographer, it is a quite handy DSLR. I have used this camera for less than a month but i can bet if you see my images they are quite attracting.so Don't think much it's a genuine product just go for it."
28820,4,nice
28821,5,"Flipkart Team, I am sorry I couldn’t write my review earlier. Special thanks to the delivery team for handling the product with care. This is my first DSLR and I have been training myself from online videos. I have captured some of the pictures you may check out below. All of them are using the 70-300 mm lens. Flipkart team, could you please coordinate with Nikon and ask them to supply a better quality bag please? The bag quality is 2.5/5. Camera: 5/5 , Lens: 5/5 , Delivery: 5/5"
28822,5,you can click awesome pictures..😍
28823,5,It's more than better for beginners ! the features are are great !! Just go for it 🔥🔥
28824,5,I am happy to purchase this D5600.. I am confuse which one I select nikon or canon and finally I select nikon with 18 - 140mm lens kit... I attached picture I click on this camera...
28825,5,"Excellent DSLR camera for beginners, photography hobbyists & to all, buy both lenses if you buying a camera first time."
28826,5,excellent product in this price rang
28827,5,good images
28828,4,finally my dream in my hand .super image quality iam satisfied withoh this product
28829,5,its just amazing ... i m using 18 _55 mm kit .. bt the bokeh effect is awsome and creamy .. all picture captured by 18-55mm kit lens
28830,5,Simply Awesome Camera. 1. Performance - 10 Out of 10 2. Design-10 out of 10 3. Look -10 out of 10 4. Picture Quality -10 out of 10 5. Battery Backup -10 out of 10  OVER ALL - 10 OUT OF 10
28831,5,This is my first DSLR camera. and i am'n love with this camera... 😍😍
28832,5,superb product
28833,5,awesome image quality....l
28834,5,love it ! My first ever DSLR. It's awesome. ❤
28835,5,its really a nice camera
28836,5,nice camera
28837,5,excellent features...... awesome results....... digitally mindblowing product from Nikon.....nicely wrapped in economy price and delivered on time by Flipkart.
28838,5,Just bought it today... Reviews will publish soon
28839,5,"I m deeply confused in canon 200D and Nikon D5600, when i used both camera then i observed that in nikon more features and options to click various types of image and in canon more features to shoot video.finaly i got it in Rs.43999.But Mindblowing picture quality in both camera. If you need shoot photos and little bit video then i suggest go for Nikon D5600. And if your first priority to shoot videos and little bit photo then i highly recommend go for Canon 200DII.I personally suggest for be..."
28840,5,osm
28841,5,worth dslr camera...under 60k dslr camera this one 100% best
28842,5,Awesome
28843,3,Nice camera..
28844,5,superb thanks flipkart. I bought it 36967 rs on BBD sale with two lenses. Awesome Deal .
28845,5,Excellent 😍😍😍 I loved it ❤️
28846,3,everything is fine and good except nikon camra bag.all images has been captured by 70-300mm.
28847,3,nice product.... Nikon is more improve there auto focus this is a week point of nikon
28848,5,got it for 39k... simply super..it's a good camera for beginners to intermediate photographers..
28849,5,Best camera quality. Really amazing... Thanks flipkart 😊
28850,5,Excellent
28851,5,awesome camera
28852,5,Mast hai yaar.. Best DSLR for Beginner and a great service from flipkart.
28853,4,everything is great except the eye grip or something which keeps up Falling everytime!!!; Deserves all the five but that eye peice keeps Falling off so!✌️
28854,5,Picture quality is really good. This is my 2nd Nikon DSLR and I love this one.
28855,5,Awesome Camera
28856,5,Best gift I ever got ♥️
28857,5,Its an amazing camera! those who are looking for mid range camera than go ahead! its has almost all features... go ahead
28858,5,"Awesome camera, amazing, and flipkart service is also very good, delivered with safety. Thank You."
28859,4,overall gd
28860,5,One of the best camera of Nikon. Here are some of the images that has been taken with the camera.
28861,5,Super
28862,5,go for it..... mst hai mere bhai log ye camera..... for beginners👌🥰
28863,5,wonderful camera..❤❤
28864,5,great product
28865,5,The best choice I have made in a while. Extremely satisfied with the product and the delivery. I had ordered the 18-140mm lens and 50mm prime lens separately.
28866,5,Good
28867,5,Very nice cam. It with the zomm kit.Amazing with touch screen.
28868,5,just brought this. seems ok. let's see.
28869,5,awesome camera to buy🤟🤟
28870,5,Nothing can match Nikon. Truly the best
28871,5,Every nice cam.best performance.best shutter speed
28872,1,"This was my worst experience with Flipkart, got the defective piece."
28873,5,"amazing camera, beautiful UI..easy to use.."
28874,5,5 ***** awesome
28875,5,"Best camera for mediocre as well as for a beginner. After using it for 1 month, I saw it can take appr. 600 pics in single charge and the picture quality is quite good. Recommended.."
28876,5,Great camera I get great deal during Big Billion days
28877,5,nyc camera at this range. best picture quality
28878,5,best
28879,5,i loved it awesome product i have trusted flipkart for the electronic products and here i'm undoubtedly correct #jaihoflipkart
